"id","me","frente","verso","tags","especialidade"
"4ab0586e-06a5-49a6-b114-d37dda1e1582","ME1","Paciente asmático apresenta broncoespasmo intraoperatório. Qual anestésico inalatório possui maior broncodilatação?","Sevoflurano. Os halogenados promovem broncodilatação, sendo úteis em pacientes hiperreativos.

Referências: Miller’s Anesthesia 9th ed.","",""
"4b32538c-1273-4d72-909a-052381c52f73","ME1","Paciente apresenta ETCO2 progressivamente crescente durante anestesia geral. Cite principal hipótese inicial.","Hipoventilação alveolar. O aumento do ETCO2 geralmente reflete redução da ventilação minuto, embora hipertermia maligna, aumento do metabolismo e reinalação também devam ser considerados.

Referências: Morgan & Mikhail Clinical Anesthesiology 7th ed.","",""
"706fcd6a-b6a0-413b-8dd5-7234d7f33866","ME1","Na monitorização anestésica, o que representa o valor de MAC?","Concentração alveolar mínima capaz de impedir movimento em 50% dos pacientes frente estímulo cirúrgico.

Referências: Miller’s Anesthesia 9th ed.","",""
"741b68e9-f4c9-4894-8b92-70ec52715d4d","ME1","Qual principal complicação da intubação seletiva do brônquio principal direito?","Hipoventilação pulmonar esquerda com hipoxemia progressiva.

Referências: Miller’s Anesthesia 9th ed.","",""
"777ff470-9336-49d9-88bc-95635d1cf0a6","ME1","Qual principal efeito cardiovascular da anestesia raquidiana?","Bloqueio simpático levando à vasodilatação periférica e redução do retorno venoso. Pode ocorrer hipotensão significativa e bradicardia.

Referências: Morgan & Mikhail Clinical Anesthesiology 7th ed.","",""
"7a392fa5-c45c-44c8-9f20-38619a668ba6","ME1","Paciente jovem apresenta bradicardia intensa após administração de fentanil durante indução. Qual mecanismo farmacológico predominante?","Predomínio vagal e redução do tônus simpático induzidos pelo opioide. Fentanil pode causar bradicardia significativa, especialmente em associação com hipnóticos.

Referências: Stoelting’s Pharmacology & Physiology in Anesthetic Practice","",""
"7f33f283-d17a-486a-a510-f9345923b59d","ME1","Qual alteração gasométrica é esperada na hipoventilação aguda?","Aumento da PaCO2 com acidose respiratória aguda.

Referências: Guyton & Hall Physiology","",""
"8ddc9dec-5dd3-4283-b7be-8342ae8f9a3d","ME1","Durante anestesia, qual principal determinante da entrega de oxigênio aos tecidos?","Débito cardíaco. Embora hemoglobina e saturação sejam importantes, a entrega sistêmica de oxigênio depende majoritariamente do fluxo sanguíneo.

Referências: Guyton & Hall Physiology; Miller’s Anesthesia 9th ed.","",""
"961887ca-39f9-4295-a78b-62c04cc561a0","ME1","Paciente apresenta hipotensão após indução e pressão venosa jugular colabada. Qual mecanismo mais provável?","Hipovolemia associada à vasodilatação anestésica. A redução do retorno venoso compromete o débito cardíaco.

Referências: Miller’s Anesthesia 9th ed.","",""
"9e322539-dbf2-46a9-a059-b8ccfcf84d0e","ME1","Qual estrutura anatômica é responsável pela maior resistência ao fluxo aéreo durante ventilação espontânea?","As vias aéreas de médio calibre, especialmente brônquios segmentares. Apesar do menor diâmetro dos bronquíolos, a enorme área de secção transversal reduz sua resistência total.

Referências: Guyton & Hall Physiology; Miller’s Anesthesia 9th ed.","",""
"ab46fa13-ead4-45f4-9962-2f3e4487bc08","ME1","Paciente sob ventilação espontânea recebe opioide e evolui com hipercapnia. Qual principal efeito farmacológico envolvido?","Depressão do centro respiratório bulbar com redução da resposta ao CO2.

Referências: Morgan & Mikhail Clinical Anesthesiology 7th ed.","",""
"bc34ea27-4e61-4a8b-bcb7-1013955d2cee","ME1","Paciente sob anestesia geral apresenta broncoespasmo após manipulação de vias aéreas. Cite achado ventilatório esperado.","Aumento da pressão de pico, sibilos expiratórios e capnograma com subida lenta em formato de barbatana de tubarão.

Referências: Miller’s Anesthesia 9th ed.","",""
"c4681e4c-7f86-4f82-88f8-0a07c011ad36","ME1","Paciente apresenta hipotensão e bradicardia importantes após raquianestesia alta. Qual tratamento inicial prioritário?","Vasopressor associado à reposição volêmica e atropina quando necessário. A fisiopatologia envolve bloqueio simpático extenso.

Referências: Barash Clinical Anesthesia 9th ed.","",""
"c4a3462b-dcf6-4312-8ae3-e8a7283ae8e0","ME1","Durante laringoscopia ocorre taquicardia intensa. Qual mecanismo fisiológico predominante?","Resposta simpática ao estímulo nociceptivo da laringoscopia e intubação, com liberação de catecolaminas.

Referências: Stoelting’s Pharmacology & Physiology in Anesthetic Practice","",""
"e41d6a85-ef16-46d3-a436-6ecae018d120","ME1","Na curva de dissociação da oxihemoglobina, quais fatores deslocam a curva para a direita?","Aumento de CO2, acidose, hipertermia e aumento de 2,3-DPG. Esse deslocamento facilita liberação de oxigênio aos tecidos. Conceito fundamental na fisiologia perioperatória.

Referências: Miller’s Anesthesia 9th ed.; Guyton & Hall Physiology","",""
"e7400de8-d05e-46d9-bbdb-accc76996f69","ME1","Qual principal mecanismo de ação dos anestésicos locais?","Bloqueio reversível dos canais de sódio voltagem-dependentes, impedindo propagação do potencial de ação.

Referências: Miller’s Anesthesia 9th ed.","",""
"ebdb5a58-1181-44fd-82da-24880e3379c6","ME1","Qual parâmetro ventilatório está diretamente relacionado à eliminação de CO2?","Ventilação alveolar. Pequenas alterações produzem mudanças importantes na PaCO2.

Referências: Guyton & Hall Physiology","",""
"efe0b573-6e2b-4bba-9d48-afdf1900ba5d","ME1","Paciente com refluxo gastroesofágico importante será submetido à anestesia geral. Qual principal preocupação perioperatória?","Broncoaspiração pulmonar. Estratégias incluem jejum adequado, sequência rápida e proteção precoce das vias aéreas.

Referências: ASA Practice Guidelines for Preoperative Fasting; Miller’s Anesthesia 9th ed.","",""
"f7eb7c6a-1b8e-495a-a2f4-3e0a72515bf8","ME1","Durante indução anestésica em paciente hígido, ocorre queda abrupta da pressão arterial após propofol. Qual principal mecanismo fisiológico?","O propofol promove vasodilatação arterial e venosa por redução do tônus simpático e ação direta no músculo liso vascular, reduzindo pré-carga e pós-carga. Também pode causar discreta depressão miocárdica. Clinicamente, pacientes hipovolêmicos e idosos apresentam maior susceptibilidade à hipotensão.

Referências: Miller’s Anesthesia 9th ed.; Morgan & Mikhail Clinical Anesthesiology 7th ed.","",""
"fc-cadrsme1txt-2","ME1","Qual o nível anatômico onde a medula espinhal geralmente termina em adultos?","Adulto: cone medular termina em L1–L2. RN: termina em L3 (sobe com o crescimento). Punção lombar segura: L3–L4 ou L4–L5 (abaixo do cone medular no adulto).","","Anatomia Raquidiana (Ponto 17)"
"fc-cadrsme1txt-3","ME1","Por que a bupivacaína apresenta uma longa duração de ação em bloqueios de neuroeixo quando comparada à lidocaína?","A alta ligação proteica (≈95% à α1-glicoproteína ácida) e alta lipossolubilidade criam um ""reservatório"" no tecido nervoso, retardando a remoção e prolongando o bloqueio. A lidocaína tem ~65% de ligação → depuração mais rápida.","","Farmacologia (Ponto 14)"
"fc-cadrsme1txt-4","ME1","Quais são as classes de Mallampati (I a IV) e o que cada uma representa na avaliação de via aérea difícil?","Classe I: palato mole + fauces + úvula + pilares amigdalianos visíveis. Classe II: palato + fauces + úvula. Classe III: palato + base da úvula. Classe IV: apenas palato duro. Classes III e IV → maior risco de Cormack-Lehane III/IV → via aérea difícil.","","Vias Aéreas (Ponto 5)"
"fc-cardsme2txt-2","ME2","Como o propofol altera as variáveis hemodinâmicas durante a indução anestésica?","Propofol causa: ↓ PA, ↓ DC, ↓ RVS (vasodilatação arterial e venosa por ação direta no músculo liso). FC: estável ou ↓ (depressão do barorreflexo). Há leve efeito inotrópico negativo. Sem taquicardia compensatória mesmo com queda da PA.","","Monitorização (Ponto 21)"
"fc-cardsme2txt-3","ME2","Qual o impacto físico-químico do coeficiente de partição sangue:gás na velocidade de indução de um anestésico inalatório?","Quanto menor o coeficiente sangue:gás, menor a solubilidade no sangue → a PA alveolar sobe rapidamente → equilíbrio alveolar-arterial rápido → efeito clínico precoce. Desflurano (0,42) e sevoflurano (0,65) têm indução e emergência mais rápidas que isoflurano (1,46) e halotano (2,4).","","Equipamentos (Ponto 22)"
"fc-cardsme3txt-2","ME3","Por que a capacidade residual funcional (CRF) reduz drasticamente na gestante a termo?","A CRF reduz ~20% no termo por elevação do diafragma pelo útero gravídico. Simultaneamente, o consumo de O₂ aumenta 20–30%. Essa combinação (menor reserva pulmonar + maior demanda metabólica) explica a rápida evolução para hipoxemia e dessaturação durante apneia na indução anestésica — razão pela qual a pré-oxigenação é mandatória na gestante.","","Obstetrícia (Ponto 37)"
"fc-cardsme3txt-3","ME3","Qual a via reflexa envolvida no Reflexo Oculocardíaco (ROC) e qual a conduta imediata diante da sua manifestação?","Via aferente: nervo oftálmico (ramo do trigêmio, via gânglio ciliar → núcleo sensorial do trigêmio). Via eferente: nervo vago (núcleo motor dorsal → bradicardia ou assistolia). Conduta imediata: solicitar interrupção da tração cirúrgica. Se não reverter: atropina 0,02 mg/kg IV. Prevenção: aprofundar anestesia, bloquear gânglio ciliar com anestésico local.","","Oftalmologia (Ponto 43)"
"fc-me1anestfarmacologia-13","ME1","Paciente desenvolve taquicardia, hipertensão e rigidez muscular após succinilcolina e halogenado. Qual principal hipótese diagnóstica?","Hipertermia maligna. Trata-se de distúrbio hipermetabólico relacionado ao receptor de rianodina, exigindo tratamento imediato com dantrolene.

Referências: Miller's Anesthesia 9th ed.; Malignant Hyperthermia Association Guidelines","farmacologia|hipertermia maligna|dantrolene|succinilcolina","Anestesiologia"
"fc-me1anestfarmacologia-3","ME1","Paciente apresenta fasciculações intensas após succinilcolina. Qual mecanismo farmacológico explica esse fenômeno?","Despolarização sustentada da placa motora antes do bloqueio neuromuscular flácido. A succinilcolina atua como agonista nicotínico.

Referências: Stoelting's Pharmacology & Physiology in Anesthetic Practice","farmacologia|bloqueador neuromuscular|succinilcolina","Anestesiologia"
"fc-me1anestfarmacologia-6","ME1","Paciente sob anestesia apresenta hipotensão associada à taquicardia reflexa após uso de isoflurano. Qual mecanismo predominante?","Vasodilatação periférica com redução da resistência vascular sistêmica, ativando resposta simpática compensatória.

Referências: Morgan & Mikhail Clinical Anesthesiology 7th ed.","farmacologia|halogenado|isoflurano|hemodinâmica","Anestesiologia"
"fc-me1anestfarmacologia-8","ME1","Paciente em uso crônico de betabloqueador apresenta resposta atenuada à laringoscopia. Qual explicação fisiológica?","Os betabloqueadores reduzem resposta cronotrópica e inotrópica mediada por catecolaminas liberadas durante estímulo simpático.

Referências: Stoelting's Pharmacology & Physiology in Anesthetic Practice","farmacologia|betabloqueador|laringoscopia","Anestesiologia"
"fc-me1anestfisiologia-1","ME1","Paciente hígido apresenta saturação 100% na oximetria, porém PaO2 de 60 mmHg. Como explicar essa aparente discrepância?","A curva de dissociação da oxihemoglobina possui platô em saturações elevadas. Pequenas reduções da PaO2 acima de 60 mmHg podem manter SpO2 aparentemente normal. A gasometria fornece avaliação mais precisa da oxigenação.

Referências: Miller's Anesthesia 9th ed.; Guyton & Hall Physiology","fisiologia|oxigenação|gasometria","Anestesiologia"
"fc-me1anestfisiologia-10","ME1","Paciente apresenta dessaturação durante sedação com capnografia inicialmente preservada. O que isso sugere?","A oxigenação pode permanecer adequada por algum tempo apesar de hipoventilação inicial. A capnografia detecta precocemente alterações ventilatórias antes da queda da saturação.

Referências: ASA Standards for Basic Anesthetic Monitoring","monitorização|capnografia|sedação|oxigenação","Anestesiologia"
"fc-me1anestfisiologia-11","ME1","Qual principal fator fisiológico responsável pelo aumento do consumo de oxigênio durante tremores pós-operatórios?","Atividade muscular involuntária intensa elevando significativamente demanda metabólica e consumo de oxigênio.

Referências: Miller's Anesthesia 9th ed.","pós-operatório|tremor|VO2","Anestesiologia"
"fc-me1anestfisiologia-12","ME1","Durante ventilação mecânica, qual parâmetro melhor reflete complacência pulmonar estática?","Pressão de platô. Ela representa a pressão alveolar sem influência significativa da resistência de vias aéreas.

Referências: Barash Clinical Anesthesia 9th ed.","ventilação|complacência|pressão de platô","Anestesiologia"
"fc-me1anestfisiologia-14","ME1","Qual principal mecanismo de hipoxemia induzida por atelectasia perioperatória?","Shunt intrapulmonar. Alvéolos colapsados permanecem perfundidos sem ventilação adequada.

Referências: Guyton & Hall Physiology","fisiologia|atelectasia|shunt|hipoxemia","Anestesiologia"
"fc-me1anestfisiologia-15","ME1","Paciente apresenta bradicardia importante durante insuflação peritoneal laparoscópica. Qual mecanismo fisiológico provável?","Estimulação vagal secundária ao pneumoperitônio e distensão peritoneal.

Referências: Barash Clinical Anesthesia 9th ed.","laparoscopia|pneumoperitônio|bradicardia|reflexo vagal","Anestesiologia"
"fc-me1anestfisiologia-2","ME1","Durante anestesia geral, qual principal consequência fisiológica da redução da capacidade residual funcional?","Maior tendência ao fechamento alveolar e atelectasias, aumentando risco de hipoxemia perioperatória, especialmente em obesos e idosos.

Referências: Barash Clinical Anesthesia 9th ed.","fisiologia|ventilação|CRF","Anestesiologia"
"fc-me1anestfisiologia-4","ME1","Qual principal efeito do aumento da pressão intratorácica durante ventilação positiva?","Redução do retorno venoso e potencial queda do débito cardíaco, especialmente em pacientes hipovolêmicos.

Referências: Miller's Anesthesia 9th ed.","fisiologia|ventilação|hemodinâmica","Anestesiologia"
"fc-me1anestfisiologia-5","ME1","Durante indução anestésica, qual sinal sugere ventilação difícil com máscara facial?","Ausência de expansão torácica adequada, escape importante de ar e capnografia inadequada. Obesidade, barba e apneia obstrutiva aumentam risco.

Referências: Difficult Airway Society Guidelines","via aérea|ventilação|máscara facial","Anestesiologia"
"fc-me1anestfisiologia-7","ME1","Qual principal benefício clínico da PEEP durante ventilação mecânica?","Prevenção do colabamento alveolar ao final da expiração, melhorando recrutamento pulmonar e oxigenação.

Referências: Barash Clinical Anesthesia 9th ed.","ventilação|PEEP|recrutamento alveolar","Anestesiologia"
"fc-me1anestfisiologia-9","ME1","Qual principal complicação da hiperventilação excessiva em neuroanestesia?","Vasoconstrição cerebral excessiva com redução do fluxo sanguíneo cerebral e potencial isquemia.

Referências: Miller's Anesthesia 9th ed.","neuroanestesia|hiperventilação|FSC","Anestesiologia"
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-10","ME1","O que é eutanásia e qual sua situação legal no Brasil?","Antecipação ativa da morte. ILEGAL no Brasil — caracteriza homicídio.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-11","ME1","Quais os tipos de responsabilidade do anestesiologista?","1. Ética (CRM/CFM) | 2. Civil (indenização) | 3. Penal (crime culposo)","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-12","ME1","Qual o principal documento legal do anestesiologista?","A Ficha/Prontuário Anestésico, preenchido de forma contínua e completa.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-13","ME1","O que estabelece a Resolução CFM 2.174/2017 sobre monitorização mínima?","ECG contínuo + Oximetria de pulso + PANI + Capnografia (se via aérea artificial) + Temperatura (procedimentos >2h)","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-14","ME1","O que é Erro Médico segundo o CFM?","Conduta inadequada por imperícia, imprudência ou negligência. Não inclui complicações inerentes ao procedimento bem executado.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-15","ME1","Qual o impacto clínico de ""diferenciar dano de risco"" na responsabilidade médica em anestesia?","Risco é inerente ao procedimento bem executado (ex.: hipotensão pós-raqui) — sem responsabilidade. Dano é o resultado negativo causado por conduta inadequada (imperícia, imprudência ou negligência) — gera responsabilidade civil/penal.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-16","ME1","O que prevê a Declaração de Helsinki?","Toda pesquisa em humanos requer TCLE, aprovação por comitê de ética, benefício > risco, e possibilidade de retirada a qualquer momento.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-17","ME1","O que é o TSA (Título Superior em Anestesiologia) e quem o concede?","TSA = Título Superior em Anestesiologia. Concedido pela SBA (Sociedade Brasileira de Anestesiologia) por meio de prova específica. Comprova domínio avançado da especialidade, exigido para atuação como preceptor em CETs e programas de residência.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-18","ME1","O que é um CET-SBA e qual sua função na formação do anestesiologista?","Centro de Ensino e Treinamento credenciado pela SBA para formação de residentes em anestesiologia.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-19","ME1","Quais os 3 princípios fundamentais do SUS?","UNIVERSALIDADE (acesso a todos), INTEGRALIDADE (atenção completa), EQUIDADE (tratar desigualmente os desiguais).","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-2","ME1","Quais são os 4 princípios do Principialismo Bioético?","AUTONOMIA, BENEFICÊNCIA, NÃO-MALEFICÊNCIA e JUSTIÇA. Mnemônico: ""A BNJ""","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-20","ME1","Quais as diretrizes organizacionais do SUS?","DESCENTRALIZAÇÃO, REGIONALIZAÇÃO, HIERARQUIZAÇÃO, PARTICIPAÇÃO POPULAR.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-21","ME1","O que é cooperativismo médico?","Modelo onde médicos são sócios cooperados, dividem lucros e decidem coletivamente. Ex: UNIMED.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-22","ME1","Limite máximo de ruído em sala cirúrgica?","85–90 dB para jornada de 8 horas. Acima disso: protetor auricular obrigatório.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-23","ME1","Riscos por radiação ionizante no CC e proteção?","Fluoroscopia/radioscopia. Proteção: avental de chumbo, dosímetro, distância máxima da fonte.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-24","ME1","O que é poluição anestésica e como prevenir?","Gases anestésicos residuais no ambiente. Prevenção: sistemas de exaustão (scavenging), vedação de circuitos, baixo fluxo.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-25","ME1","Consequências da exposição crônica a gases anestésicos?","Aborto espontâneo aumentado, hepatotoxicidade, nefrotoxicidade, depressão do SNC.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-26","ME1","O que é Síndrome de Burnout?","Exaustão física e emocional por estresse crônico. Tríade: exaustão emocional, despersonalização, baixa realização pessoal.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-27","ME1","Droga mais comum em dependência entre anestesiologistas?","Opioides (fentanil, sufentanil) e propofol. Alta disponibilidade no ambiente é o principal fator.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-28","ME1","EPIs obrigatórios ao anestesiologista?","Luvas, máscara, óculos de proteção (risco biológico), avental de chumbo (radiação), protetor auricular (ruído >85 dB).","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-29","ME1","Principais infecções de risco ocupacional?","HIV, Hepatite B e C. Vacinação para Hepatite B obrigatória. Profilaxia pós-exposição para HIV em até 72h.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-3","ME1","O que é o TCLE e quando é dispensável?","Termo de Consentimento Livre e Esclarecido. Dispensável em risco iminente de morte quando o paciente não pode consentir.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-30","ME1","Classifique ASA I a VI.","I: Saudável | II: Doença leve | III: Doença grave limitante | IV: Risco de vida | V: Moribundo | VI: Morte cerebral (doador). Sufixo E = emergência.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-31","ME1","Regra de jejum 2-4-6-8?","2h: líquidos claros | 4h: leite materno | 6h: fórmula/sólidos leves | 8h: refeição completa","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-32","ME1","Índices de avaliação de via aérea difícil?","Mallampati, DTM (<6cm = difícil), abertura de boca (<3cm = difícil), extensão cervical, Patil-Aldreti.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-33","ME1","Classifique Mallampati I a IV.","I: palato + fauce + úvula + pilares visíveis | II: palato + fauce + úvula | III: palato + base da úvula | IV: palato mole não visível. Classes III/IV = difícil.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-34","ME1","DTM: o que é e valor de corte?","Distância Tíreo-Mentoniana. <6cm = difícil; >6,5cm = fácil.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-35","ME1","Exames pré-operatórios obrigatórios para ASA I em cirurgia eletiva?","NÃO HÁ exames universalmente obrigatórios. Devem ser individualizados por comorbidades, tipo de cirurgia e medicamentos.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-36","ME1","Quando está indicado o ECG pré-op?","Homens >40a, mulheres >50a, cardiopatas, hipertensos, diabéticos, cirurgia de alto risco cardiovascular.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-37","ME1","Drogas para manter ou suspender no pré-op?","MANTER: betabloqueadores, estatinas, corticoides crônicos. SUSPENDER: anticoagulantes, metformina, IECAs (controverso).","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-38","ME1","Objetivos da MPA?","Ansiolítico, amnésico, antiemético, analgésico (pré-emptivo), vagolítico, antiácido.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-39","ME1","MPA mais usada?","Midazolam: 0,03–0,05 mg/kg IV ou 0,5 mg/kg VO, 30–60min antes.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-4","ME1","O que é imperícia médica? Dê um exemplo em anestesia.","Falta de conhecimento técnico ou habilidade para realizar o ato profissional. Ex: realizar bloqueio sem treinamento.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-40","ME1","4 fatores de risco para aspiração pulmonar?","1. Estômago cheio | 2. Refluxo/hérnia hiatal | 3. Obesidade/gravidez | 4. Trauma/urgência","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-41","ME1","O que é Síndrome de Mendelson?","Pneumonite química por aspiração de conteúdo ácido (pH <2,5, volume >25 mL). Causa lesão pulmonar difusa e insuficiência respiratória.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-42","ME1","Diferenças anatômicas da via aérea criança vs. adulto?","Criança: laringe mais anterior/cefálica (C3-4), língua proporcionalmente maior, ponto mais estreito = CRICOIDE. Adulto: laringe em C4-5, ponto mais estreito = RIMA GLÓTICA.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-43","ME1","Definição de via aérea difícil (ASA)?","Dificuldade com ventilação sob máscara, laringoscopia difícil, intubação difícil, ou as três, por médico treinado.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-44","ME1","Critérios de Cormack-Lehane?","I: Glote visível | II: Só comissura posterior | III: Só epiglote | IV: Nada visível. Graus III/IV = difícil.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-45","ME1","O que é a manobra BURP?","Backward, Upward, Rightward, Pressure — pressão externa na cartilagem tireoidiana para melhorar visualização glótica.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-46","ME1","Indicações de ISR?","Estômago cheio: urgência, trauma, gestante, obeso, diabético, refluxo severo, íleo paralítico.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-47","ME1","Sequência da ISR clássica?","1. Pré-oxigenação 3-5min (FiO2=1,0) | 2. Pressão cricoidea | 3. Indução (propofol/etomidato + succinilcolina 1,5mg/kg ou rocurônio 1,2mg/kg) | 4. Intubação sem ventilação manual | 5. Confirmar posição","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-48","ME1","Dispositivos supraglóticos mais utilizados?","Máscara Laríngea Clássica, ProSeal, Supreme, i-gel. MLA padrão; ProSeal/Supreme têm canal gástrico (mais proteção).","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-49","ME1","Contraindicações à Máscara Laríngea?","Absolutas: estômago cheio, refluxo grave. Relativas: obesidade mórbida, pressão via aérea >20 cmH2O, abertura boca <1,5cm.","",""
"fc-me1flashcardsbloco1pontos15eticasbariscospreanestesicoviasaereas1html-5","ME1","O que é imprudência médica? Dê um exemplo em anestesia.","Ação precipitada, sem cautela. Ex: anestesia geral sem monitorização básica.","",""
