"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"6a735ce8-89a6-4cbe-b7b6-a9c292ad9171","ME1","Qual anestésico local possui menor cardiotoxicidad","Qual anestésico local possui menor cardiotoxicidade entre os de longa duração?","Bupivacaína","Ropivacaína","Tetracaína","Cloroprocaína","B","A ropivacaína possui menor cardiotoxicidade que a bupivacaína por ser S-enantiômero puro e ter maior seletividade para canais de Na+ inativados (menor afinidade pelo miocárdio). A bupivacaína racêmica apresenta alto risco de arritmias cardíacas refratárias. Referência: Miller's Anesthesia 9ed, cap. 36."
"1663be5a-83ae-469e-9255-c74d4fc7ea7b","ME1","Qual a principal indicação do bloqueio do nervo fe","Qual a principal indicação do bloqueio do nervo femoral?","Cirurgia de ombro","Cirurgia de joelho","Cirurgia de mão","Cirurgia ocular","B","O bloqueio do nervo femoral (L2-L4) anestesia o compartimento anterior da coxa e a articulação do joelho por via medial. É amplamente utilizado para analgesia após artroplastia total de joelho e fraturas de fêmur. Referência: Morgan & Mikhail 7ed, cap. 17."
"b1fd58dc-b81a-4a31-9035-d81a2b09b4ad","ME1","Qual o principal sinal precoce de toxicidade sistê","Qual o principal sinal precoce de toxicidade sistêmica por anestésico local?","Cianose","Zumbido e gosto metálico","Hiperglicemia","Edema pulmonar","B","Os sinais prodrômicos de LAST refletem excitação inicial do SNC: zumbido, gosto metálico ou dormência perioral, tontura, diplopia e agitação. Com dose crescente ocorrem convulsões e depois depressão do SNC e cardiovascular. Reconhecimento precoce é essencial. Referência: Diretriz ASRA LAST 2023."
"2af8ac54-f649-444a-9828-92e3c6464b76","ME1","Qual opioide possui maior potência analgésica?","Qual opioide possui maior potência analgésica?","Codeína","Morfina","Fentanil","Tramadol","C","O fentanil é 80-100× mais potente que a morfina. Dentre os opioides clínicos: codeína < morfina < fentanil < sufentanil em potência analgésica. O fentanil é amplamente usado em anestesia por seu início rápido e alta potência. Referência: Stoelting's Pharmacology 5ed, cap. 3."
"6ed62981-4099-4212-90af-3e116c92682e","ME1","Qual bloqueio regional é frequentemente associado","Qual bloqueio regional é frequentemente associado à síndrome de Horner?","Femoral","Intercostal","Interescalênico","Ciático","C","A síndrome de Horner (ptose, miose, anidrose) resulta do bloqueio da cadeia simpática cervical e do gânglio estrelado, ocorrendo em 70-90% dos bloqueios interescalênicos por proximidade anatômica. É um efeito esperado, não uma complicação grave. Referência: Morgan & Mikhail 7ed, cap. 17."
"b06625a2-626a-4880-956f-c79120c31875","ME1","Qual fármaco é utilizado para tratamento inicial d","Qual fármaco é utilizado para tratamento inicial da toxicidade sistêmica grave por anestésico local?","Protamina","Emulsão lipídica","Naloxona","Flumazenil","B","A emulsão lipídica 20% é o antídoto de escolha para LAST grave. Mecanismo: captação do anestésico local pelo compartimento lipídico plasmático (lipid sink) e restauração do metabolismo mitocondrial. Dose: 1,5 mL/kg IV em bolus, seguido de infusão 0,25 mL/kg/min. Referência: Diretriz ASRA LAST 2023."
"6f2f8bef-51c1-445e-939a-36574dded481","ME1","Qual a principal vantagem do ultrassom em anestesi","Qual a principal vantagem do ultrassom em anestesia regional?","Aumentar toxicidade","Visualizar estruturas anatômicas","Eliminar necessidade de assepsia","Impedir totalmente complicações","B","O ultrassom permite visualização em tempo real de nervos, vasos e estruturas adjacentes, melhorando precisão do bloqueio, reduzindo volume de anestésico e potencialmente diminuindo complicações como punção vascular inadvertida e injeção intraneural. Referência: Morgan & Mikhail 7ed, cap. 17."
"f492c0f6-d5df-4f46-918f-33a472b274ed","ME1","Qual anestésico local possui início de ação mais r","Qual anestésico local possui início de ação mais rápido?","Bupivacaína","Ropivacaína","Lidocaína","Tetracaína","C","A lidocaína possui pKa 7,9 (próximo ao pH fisiológico 7,4), resultando em maior fração não ionizada disponível para penetrar na membrana e início de ação mais rápido que a bupivacaína (pKa 8,1) e tetracaína (pKa 8,5). Referência: Miller's Anesthesia 9ed, cap. 36."
"2f55c46a-5184-4a1e-b49d-544e1a2b40fb","ME1","Qual o principal mecanismo da hipotensão após raqu","Qual o principal mecanismo da hipotensão após raquianestesia?","Hipovolemia absoluta","Bloqueio simpático","Depressão miocárdica intensa","Hipoxemia","B","O bloqueio simpático extenso interrompe os reflexos vasomotores, causando vasodilatação arteriolar (redução de RVS) e venosa (redução de retorno venoso e pré-carga). A depressão miocárdica direta é pequena com doses terapêuticas de anestésico local intratecal. Referência: Miller's Anesthesia 9ed, cap. 45."
"1a460398-4f84-4f1c-9a6a-eefd39417fc5","ME1","Qual nervo deve ser bloqueado para analgesia da fa","Qual nervo deve ser bloqueado para analgesia da face lateral da coxa?","Obturatório","Cutâneo lateral da coxa","Femoral","Ciático","B","O nervo cutâneo lateral da coxa (L2-L3) inerva a face lateral da coxa desde o trocânter maior até o joelho. Seu bloqueio é usado para analgesia em enxertos de pele da região lateral da coxa e meralgia parestésica. Referência: Morgan & Mikhail 7ed, cap. 17."
"54bd7208-3da2-4f9a-8fc5-957b4ad51ba2","ME1","Qual opioide é mais associado à liberação de hista","Qual opioide é mais associado à liberação de histamina?","Fentanil","Remifentanil","Morfina","Sufentanil","C","A morfina libera histamina por mecanismo não imunológico (degranulação direta de mastócitos). Pode causar prurido, urticária e, raramente, broncoespasmo. Fentanil e remifentanil têm mínima liberação de histamina, sendo preferíveis em asmáticos. Referência: Stoelting's Pharmacology 5ed, cap. 3."
"fbfe1f04-3a19-4a33-b0cc-2759efdb0821","ME1","Qual é a principal contraindicação absoluta para r","Qual é a principal contraindicação absoluta para raquianestesia?","Hipertensão arterial","Infecção no local da punção","Diabetes mellitus","Obesidade","B","Infecção no local da punção é contraindicação absoluta para raquianestesia por risco de meningite bacteriana ou abscesso peridural. Outras contraindicações absolutas: recusa do paciente, coagulopatia grave. Referência: Miller's Anesthesia 9ed, cap. 45."
"f0ceaf95-adc6-4b13-bd01-a490e2c5d9b6","ME1","Qual complicação respiratória pode ocorrer após bl","Qual complicação respiratória pode ocorrer após bloqueio interescalênico?","Bronquiectasia","Paralisia hemidiafragmática","Edema agudo pulmonar","Pneumonia","B","A paralisia hemidiafragmática ipsilateral por bloqueio do nervo frênico ocorre em praticamente todos os bloqueios interescalênicos, reduzindo capacidade vital em ~25%. Em pacientes com reserva pulmonar comprometida, pode causar insuficiência respiratória. Referência: Morgan & Mikhail 7ed, cap. 17."
"8c21649b-661f-4a08-8bed-c988c2a54cb1","ME1","Qual adjuvante pode aumentar duração da analgesia","Qual adjuvante pode aumentar duração da analgesia neuraxial?","Clonidina","Flumazenil","Atropina","Protamina","A","A clonidina (agonista alfa-2) adicionada à raquianestesia prolonga a duração do bloqueio sensitivo e motor ao inibir a transmissão nociceptiva na medula espinhal (pré e pós-sináptica). Dose típica intratecal: 15-75 mcg. Referência: Miller's Anesthesia 9ed, cap. 45."
"45d3ad10-39ab-450d-aad5-a2b0813707cd","ME1","Qual o principal benefício da analgesia regional n","Qual o principal benefício da analgesia regional no pós-operatório?","Aumento do consumo de opioides","Melhor controle da dor","Maior incidência de náuseas","Hiperglicemia","B","A analgesia regional oferece analgesia superior à sistêmica isolada, reduz consumo de opioides e seus efeitos adversos (náusea, sedação, íleo), melhora satisfação do paciente e facilita reabilitação precoce no contexto de Enhanced Recovery (ERAS). Referência: Miller's Anesthesia 9ed, cap. 40."
"9500a4ae-b327-45cf-844c-43984c62aae3","ME1","Qual o principal objetivo da ventilação mecânica n","Qual o principal objetivo da ventilação mecânica no intraoperatório?","Produzir alcalose respiratória","Garantir adequada oxigenação e ventilação","Aumentar consumo de oxigênio","Induzir hipercapnia","B","Durante anestesia geral o paciente é apneico e depende inteiramente do ventilador. O objetivo principal é manter PaO2 adequada (>80 mmHg), PaCO2 em 35-45 mmHg e pH normal, evitando hipoxemia, hipercapnia e distúrbios ácido-base. Referência: Miller's Anesthesia 9ed, cap. 50."
"45cf981c-91f5-46f2-ab35-8045a2a0b3f7","ME1","Qual parâmetro é utilizado para avaliar ventilação","Qual parâmetro é utilizado para avaliar ventilação alveolar?","Pressão arterial","Capnografia","Temperatura","Hemoglobina","B","O capnógrafo mede CO2 expirado continuamente. O ETCO2 reflete a ventilação alveolar e é o monitor de eleição para adequação ventilatória, confirmação de intubação traqueal, detecção de intubação esofágica e embolia pulmonar. Referência: Miller's Anesthesia 9ed, cap. 45."
"8ab7f23a-e19a-4832-9685-0b153e28674f","ME1","Qual modo ventilatório fornece volume corrente fix","Qual modo ventilatório fornece volume corrente fixo?","Ventilação espontânea","CPAP","Ventilação controlada a volume","PSV","C","Na ventilação controlada a volume (VCV), o ventilador garante volume corrente fixo, independentemente da pressão necessária (que varia com complacência e resistência). Na VCP, o volume pode variar. A VCV garante ventilação-minuto constante. Referência: Miller's Anesthesia 9ed, cap. 50."
"21845ece-d469-45d6-bec0-47863b1668f1","ME1","Qual é o principal risco da pressão excessiva no c","Qual é o principal risco da pressão excessiva no cuff do tubo traqueal?","Hipertensão arterial","Lesão traqueal","Hiperglicemia","Broncodilatação","B","Pressão de cuff acima de 30 cmH2O compromete a microcirculação da mucosa traqueal (pressão de fechamento capilar ~30 cmH2O), podendo causar isquemia, ulceração, traqueítis e estenose traqueal tardia. A faixa segura recomendada é 20-30 cmH2O. Referência: Miller's Anesthesia 9ed, cap. 37."
"41365870-3493-4432-ad0b-2183eb1a2446","ME1","Qual complicação é mais comum na intubação seletiv","Qual complicação é mais comum na intubação seletiva inadvertida?","Ventilação de um único pulmão","Broncoespasmo","Edema cerebral","Hipoglicemia","A","Na intubação seletiva inadvertida (geralmente brônquio principal direito), apenas um pulmão é ventilado. O pulmão não ventilado permanece perfundido, gerando shunt intrapulmonar importante com hipoxemia progressiva. Identificação: ausculta e capnografia. Referência: Miller's Anesthesia 9ed, cap. 37."
"e85f638a-012e-4689-a115-5e90189d96b2","ME1","Qual valor normal aproximado do ETCO2 em adultos s","Qual valor normal aproximado do ETCO2 em adultos saudáveis?","10 mmHg","20 mmHg","35-45 mmHg","60-70 mmHg","C","O valor normal do ETCO2 em adultos saudáveis é 35-45 mmHg, com gradiente arterioalveolar de CO2 de 2-5 mmHg. Valores fora desse intervalo indicam hiperventilação (<35), hipoventilação (>45), embolia pulmonar (queda abrupta) ou reinalação de CO2 (linha de base elevada). Referência: Miller's Anesthesia 9ed, cap. 45."
"92a28193-a11a-4bc9-ab3c-567b7573e36d","ME1","Qual é a principal função da PEEP na ventilação me","Qual é a principal função da PEEP na ventilação mecânica?","Reduzir oxigenação","Prevenir colapso alveolar","Produzir acidose","Aumentar espaço morto","B","A PEEP mantém pressão positiva ao final da expiração, impedindo o colapso alveolar (atelectasia), melhorando a CRF e a oxigenação. Valores habituais intraoperatórios: 5-8 cmH2O. PEEP excessiva (>10-12) pode comprometer o retorno venoso e o DC. Referência: Miller's Anesthesia 9ed, cap. 50."
"2ba65170-705f-441d-a19e-c276f6861d02","ME1","Qual complicação pode ocorrer com volumes corrente","Qual complicação pode ocorrer com volumes correntes excessivos?","Volutrauma","Hipoglicemia","Bradicardia vagal","Hipotireoidismo","A","O volutrauma resulta da superdistensão alveolar por volumes correntes excessivos (>10-12 mL/kg), causando lesão pulmonar induzida pela ventilação (VILI). A ventilação protetora recomenda volumes de 6-8 mL/kg do peso corporal predito. Referência: ARDSnet 2000, Miller's Anesthesia 9ed, cap. 50."
"0efb745f-1349-4828-87b5-4a75f8a18ccf","ME1","Qual estrutura impede a entrada de alimentos na tr","Qual estrutura impede a entrada de alimentos na traqueia durante deglutição?","Cordas vocais","Epiglote","Palato mole","Úvula","B","Durante a deglutição, a epiglote se inclina posteriormente cobrindo o aditus laríngeo, desviando o bolo alimentar para o esôfago e impedindo aspiração pulmonar. A ausência ou disfunção da epiglote aumenta risco de aspiração. Referência: Gray's Anatomy."
"75019665-05e5-4c90-8893-656daa2d513a","ME1","Qual fator aumenta risco de aspiração pulmonar?","Qual fator aumenta risco de aspiração pulmonar?","Jejum adequado","Obesidade e refluxo gastroesofágico","Uso de oxigênio suplementar","Hipervolemia","B","Fatores que aumentam risco de aspiração perioperatória: obesidade (maior pressão intra-abdominal e menor tônus do EEI), DRGE, gravidez, cirurgia de urgência, estômago cheio e diabetes (gastroparesia). Referência: Miller's Anesthesia 9ed, cap. 37."
"3b155d6e-f221-481f-b463-5d9da7c82439","ME1","Qual dispositivo é considerado via aérea supraglót","Qual dispositivo é considerado via aérea supraglótica?","Tubo orotraqueal","Máscara laríngea","Fibroscópio","Laringoscópio","B","Dispositivos supraglóticos (DSG) se posicionam acima das cordas vocais: máscaras laríngeas (LMA clássica, ProSeal, Supreme, i-gel) e tubo laríngeo. Não oferecem proteção definitiva contra aspiração como o tubo orotraqueal com cuff. Referência: Diretrizes ASA via aérea difícil 2022."
"a89ac0e4-9dc8-4937-bca9-51b9359b8c9c","ME1","Qual é o principal efeito fisiológico do pneumoper","Qual é o principal efeito fisiológico do pneumoperitônio laparoscópico?","Redução da pressão intra-abdominal","Aumento da pressão intratorácica","Hipotermia cerebral","Redução da resistência vascular","B","O pneumoperitônio com CO2 eleva o diafragma cranialmente, aumentando a pressão intratorácica, reduzindo a complacência pulmonar e exigindo maiores pressões de insuflação. A absorção sistêmica de CO2 eleva progressivamente o ETCO2 e a PaCO2. Referência: Miller's Anesthesia 9ed, cap. 68."
"e86c2c01-1a36-4edf-985f-923beb2c2f97","ME1","Qual gás é mais utilizado para pneumoperitônio?","Qual gás é mais utilizado para pneumoperitônio?","Oxigênio","Nitrogênio","Dióxido de carbono","Hélio","C","O CO2 é o gás de escolha para pneumoperitônio por ser não inflamável, altamente solúvel no sangue (rapidamente absorvido e eliminado pelos pulmões), barato e amplamente disponível. A absorção sistêmica eleva PaCO2 e requer ajuste do ventilador. Referência: Miller's Anesthesia 9ed, cap. 68."
"2f1d53fc-c41e-4828-bd14-d2543752ca51","ME1","Qual complicação pode ocorrer durante inserção de","Qual complicação pode ocorrer durante inserção de acesso venoso central em jugular interna?","Pneumotórax","Hiperglicemia","Edema cerebral","Bronquiectasia","A","Durante punção da veia jugular interna, a agulha pode lesar a cúpula pleural ipsilateral, causando pneumotórax (incidência ~0,1-0,3%). O uso de ultrassom reduziu significativamente essa complicação. Referência: Miller's Anesthesia 9ed, cap. 45."
"df546ef6-b6da-4fae-bf56-01ac6d875239","ME1","Qual monitorização avalia atividade elétrica cardí","Qual monitorização avalia atividade elétrica cardíaca continuamente?","Capnografia","ECG","Oximetria","Temperatura","B","O ECG monitora continuamente a atividade elétrica cardíaca, detectando arritmias, isquemia miocárdica e distúrbios eletrolíticos. É monitorização obrigatória conforme CFM e padrões ASA para qualquer procedimento anestésico. Referência: Miller's Anesthesia 9ed, cap. 40."
"e13615f5-2c3c-4c7e-9af6-e6d760f7a4ad","ME1","Qual complicação está relacionada ao posicionament","Qual complicação está relacionada ao posicionamento inadequado intraoperatório?","Lesão nervosa periférica","Hipertireoidismo","Hiperglicemia","Broncodilatação","A","Posicionamento inadequado causa lesões nervosas por compressão, estiramento ou isquemia. Os nervos mais frequentemente afetados: ulnar (cotovelo), plexo braquial (abdução excessiva >90°), fibular comum (cabeça da fíbula na litotomia). Referência: ASA Practice Advisory on Perioperative Peripheral Neuropathies 2018."
"3f1ad952-64fc-4096-85f2-28607c2725d9","ME1","Qual posição cirúrgica aumenta risco de embolia aé","Qual posição cirúrgica aumenta risco de embolia aérea venosa?","Trendelenburg","Sentada","Decúbito dorsal","Litotomia","B","Na posição sentada (cadeira), o campo operatório fica acima do nível do coração, criando pressão venosa negativa no seio dural. Qualquer abertura venosa pode aspirar ar, gerando embolia aérea venosa — risco em até 25-45% das craniotomias posteriores. Referência: Miller's Anesthesia 9ed, cap. 71."
"f8210187-fc28-4d98-aee5-ab62b4cbbcc2","ME1","Qual é a principal indicação da pressão arterial i","Qual é a principal indicação da pressão arterial invasiva?","Cirurgias sem risco","Monitorização contínua da PA","Controle de glicemia","Monitorização da temperatura","B","A pressão arterial invasiva (linha arterial) permite monitorização beat-to-beat contínua da PA, sendo indicada em cirurgias de alto risco cardiovascular, instabilidade hemodinâmica prevista, necessidade de coleta frequente de gasometrias e uso de vasopressores. Referência: Miller's Anesthesia 9ed, cap. 45."
"6fb5a854-407c-45b1-b743-4153d8478b27","ME1","Qual complicação metabólica pode ocorrer após tran","Qual complicação metabólica pode ocorrer após transfusão maciça?","Hipocalcemia","Hipercalcemia","Hipoglicemia obrigatória","Alcalose respiratória","A","O citrato presente no sangue estocado quelata o cálcio ionizado. Em transfusões maciças, o citrato se acumula (especialmente em hipotermia e hepatopatia), causando hipocalcemia com arritmias, hipotensão e fraqueza muscular. Tratamento: gluconato ou cloreto de cálcio IV. Referência: Miller's Anesthesia 9ed, cap. 55."
"8d23fda8-7cf7-4add-be97-693c596e722d","ME1","Qual exame avalia oxigenação arterial diretamente?","Qual exame avalia oxigenação arterial diretamente?","Capnografia","Gasometria arterial","ECG","Hemograma","B","A gasometria arterial mede diretamente PaO2, PaCO2, pH e bicarbonato — é o exame de referência para avaliar oxigenação arterial com precisão. A oximetria de pulso mede a SaO2 indiretamente. Referência: Miller's Anesthesia 9ed, cap. 45."
"3e8cf35e-208e-4925-9488-d9c4acf35143","ME1","Qual é a principal causa de hipoxemia no pós-opera","Qual é a principal causa de hipoxemia no pós-operatório imediato?","Atelectasia","Hipertensão arterial","Hiperglicemia","Bronquiectasia","A","A atelectasia é a principal causa de hipoxemia no pós-operatório imediato, resultando do colapso alveolar durante anestesia (redução da CRF, FiO2 elevada, bloqueio neuromuscular residual). Tratamento: fisioterapia, espirometria incentivada, CPAP. Referência: Miller's Anesthesia 9ed, cap. 40."
"2c0941a5-bab3-4004-bd01-4e7047e9b04a","ME1","Qual é a principal função do surfactante pulmonar?","Qual é a principal função do surfactante pulmonar?","Aumentar tensão superficial","Reduzir colapso alveolar","Produzir muco","Aumentar espaço morto","B","O surfactante (fosfolipídeos, principalmente DPPC) reduz a tensão superficial nos alvéolos, prevenindo o colapso na expiração (lei de Laplace). Deficiência de surfactante (prematuridade, SDRA) leva a atelectasias difusas e hipoxemia grave. Referência: Miller's Anesthesia 9ed, cap. 4."
"bd129d40-1595-41dc-a3fe-16f385093b89","ME1","Qual complicação respiratória pode ocorrer após ex","Qual complicação respiratória pode ocorrer após extubação precoce?","Hipoventilação","Hiperglicemia","Hipertireoidismo","Acidose metabólica obrigatória","A","Extubação antes de recuperação adequada dos reflexos de via aérea e função neuromuscular pode resultar em hipoventilação, apneia obstrutiva, laringoespasmo e hipoxemia. TOF ratio ≥0,9 antes da extubação é essencial para segurança. Referência: Miller's Anesthesia 9ed, cap. 38."
"a86fa9fc-4df7-4e55-9566-76989e94b410","ME1","Qual fator desloca a curva de dissociação da hemog","Qual fator desloca a curva de dissociação da hemoglobina para a direita?","Hipotermia","Hipocapnia","Acidose","Alcalose","C","Acidose (pH reduzido), hipercapnia (CO2 elevado), hipertermia e aumento de 2,3-DPG deslocam a curva de dissociação da hemoglobina para a direita (efeito Bohr), facilitando a liberação de O2 nos tecidos. O oposto (hipotermia, alcalose, hipocapnia) desloca para a esquerda. Referência: Miller's Anesthesia 9ed, cap. 4."
"0e28db47-77fc-4765-bcd7-223bd22b2c1a","ME1","Qual o principal efeito da hipercapnia?","Qual o principal efeito da hipercapnia?","Vasoconstrição cerebral","Broncodilatação leve","Hipotermia","Hipoglicemia","B","A hipercapnia causa: (1) vasodilatação cerebral com aumento do FSC e PIC, (2) estimulação simpática (taquicardia, hipertensão), (3) leve broncodilatação, (4) acidose respiratória. O efeito mais clinicamente relevante é o aumento do FSC/PIC. Referência: Miller's Anesthesia 9ed."
"2f980ae7-0e7c-4036-9039-f619ffda3d7a","ME1","Qual estrutura anatômica é mais frequentemente les","Qual estrutura anatômica é mais frequentemente lesionada na punção da veia subclávia?","Pleura","Fígado","Baço","Traqueia","A","A veia subclávia corre imediatamente anterior ao ápice pulmonar. Durante sua punção, a agulha pode perfurar a pleura parietal, causando pneumotórax (incidência ~1-3%). O uso de ultrassom reduziu significativamente essa complicação. Referência: Miller's Anesthesia 9ed, cap. 45."
