"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"a371478c-a24d-47b3-87dd-c43cf270ede7","ME2","Pediatria","4º Trimestre ME2 - Em anestesia pediátrica, qual característica farmacocinética é comum em lactentes?","Maior ligação proteica","Maior volume de distribuição","Menor débito cardíaco relativo","Redução da água corporal","B","Ligação proteica é reduzida.

Correta. Lactentes possuem maior água corporal total e Vd aumentado.

Débito relativo costuma ser elevado.

Água corporal é aumentada."
"229a84ab-9ddf-431a-a10d-0ba06a0626cd","ME2","Sepse","4º Trimestre ME2 - Em choque séptico, qual mecanismo contribui para hipotensão refratária?","Deficiência relativa de vasopressina","Aumento extremo da RVS","Hipocalcemia obrigatória","Redução do óxido nítrico","A","Correta. A deficiência relativa de vasopressina contribui para vasoplegia.

A RVS geralmente está reduzida.

Hipocalcemia não explica isoladamente.

Óxido nítrico encontra-se aumentado."
"18a603b0-337f-44f4-916d-d28a2bc399a4","ME2","Ventilação Protetora","4º Trimestre ME2 - Em ventilação protetora intraoperatória, qual volume corrente é geralmente recomendado?","12-15 mL/kg","10-12 mL/kg","6-8 mL/kg","3-4 mL/kg","C","Volumes altos aumentam volutrauma.

Ainda acima do recomendado.

Correta. Estratégias protetoras utilizam baixos volumes correntes.

Volumes muito baixos podem gerar hipoventilação."
"4fa46360-2edf-4393-a756-053e6dc905b7","ME2","Awareness","4º Trimestre ME2 - Qual medida reduz risco de awareness durante bloqueio neuromuscular?","Suspender monitorização","Avaliar profundidade anestésica","Reduzir anestésicos ao mínimo","Hiperventilar o paciente","B","Monitorização é fundamental.

Correta. Bloqueio neuromuscular mascara sinais motores de superficialização.

Redução excessiva aumenta risco.

Hiperventilação não previne awareness."
"00da9ba7-873a-4807-be60-5414f62ea10e","ME2","Ventilação","4º Trimestre ME2 - Em ventilação mecânica, auto-PEEP ocorre principalmente por:","Tempo expiratório insuficiente","Hipervolemia","Baixa FiO2","Hipotermia","A","Correta. Expiração incompleta gera aprisionamento aéreo.

Hipervolemia não é causa direta.

FiO2 não produz auto-PEEP.

Hipotermia não causa diretamente."
"03d714bf-b399-4dd4-a30f-8920bc422f1e","ME2","Anestesia Obstétrica","4º Trimestre ME2 - Em anestesia obstétrica, qual vasopressor apresenta melhor perfil fetal durante tratamento da hipotensão após raquianestesia?","Dopamina","Fenilefrina","Nitroprussiato","Adrenalina","B","Dopamina não é droga de escolha.

Correta. Fenilefrina mantém melhor equilíbrio ácido-base fetal.

Nitroprussiato não é indicado rotineiramente.

Adrenalina reserva-se para situações específicas."
"2068fbfc-9970-44d2-bbdc-a6aca9d7add6","ME2","Síndrome TURP","4º Trimestre ME2 - Qual alteração eletrolítica é classicamente associada à síndrome de TURP?","Hipernatremia","Hipocalcemia","Hiponatremia","Hipermagnesemia","C","O sódio geralmente reduz-se.

Hipocalcemia não é principal alteração.

Correta. Absorção de solução hipotônica leva à hiponatremia dilucional.

Hipermagnesemia não é típica."
"0cfc2b65-4fdd-426c-9553-eded5dde12e1","ME2","Posicionamento","4º Trimestre ME2 - Em posição prona prolongada, qual complicação ocular grave pode ocorrer?","Glaucoma agudo","Neuropatia óptica isquêmica","Ceratite infecciosa","Descolamento de retina","B","Não é a principal complicação relatada.

Correta. Hipoperfusão ocular pode levar à perda visual.

Não é a principal associação.

Descolamento é raro nesse contexto."
"960777ca-f9be-4628-ab41-02225b5a4c46","ME2","Neuroanestesia","4º Trimestre ME2 - Em neurocirurgia, qual agente inalatório apresenta menor efeito vasodilatador cerebral em baixas concentrações?","Halotano","Isoflurano","Sevoflurano","Desflurano","C","Halotano aumenta mais o fluxo cerebral.

Isoflurano possui efeito vasodilatador maior.

Correta. Sevoflurano possui perfil neurofisiológico favorável.

Desflurano pode aumentar PIC em maiores concentrações."
"8fded39f-2cc9-440f-ad4c-8477907b8ff3","ME2","Feocromocitoma","4º Trimestre ME2 - Em anestesia para feocromocitoma, qual evento pode ocorrer após ligadura tumoral?","Crise hipertensiva","Hipotensão grave","Broncoespasmo","Hiperglicemia intensa","B","Após ligadura, catecolaminas reduzem abruptamente.

Correta. A retirada da fonte catecolaminérgica pode gerar vasoplegia.

Broncoespasmo não é principal evento.

Hipoglicemia pode inclusive ocorrer."
"8dd3f75c-b9cb-4f8c-b566-88e0c358abe6","ME2","DPOC","4º Trimestre ME2 - Em paciente com DPOC grave, qual estratégia ventilatória é preferível?","FR elevada e curto tempo expiratório","Tempo expiratório prolongado","PEEP zero obrigatória","Hiperventilação agressiva","B","Favorece auto-PEEP.

Correta. Maior tempo expiratório reduz aprisionamento aéreo.

PEEP pode ser útil em alguns casos.

Hiperventilação pode piorar hiperinsuflação."
"f6b55e73-f70f-4522-ba19-bcc346829bc5","ME2","Anestesia Regional","4º Trimestre ME2 - Em anestesia regional, qual sinal cardiovascular sugere toxicidade grave por anestésico local?","Hipertensão isolada","Arritmias ventriculares","Bradicardia sinusal leve","Taquipneia","B","Hipertensão pode ocorrer inicialmente.

Correta. Bupivacaína pode causar arritmias graves refratárias.

Bradicardia leve é inespecífica.

Taquipneia não é marcador principal."
"6e541795-1df5-4c44-80b2-b748a9e817a7","ME2","Sepse","4º Trimestre ME2 - Em sepse, qual alteração mitocondrial contribui para disfunção orgânica?","Aumento da fosforilação oxidativa","Disfunção bioenergética celular","Produção excessiva de ATP","Redução do lactato","B","A fosforilação encontra-se prejudicada.

Correta. Há comprometimento da utilização celular de oxigênio.

ATP tende a reduzir-se.

Lactato frequentemente aumenta."
"8426f1bc-e0fd-400f-8b5c-ff6cb09db7a3","ME2","Ventilação","2o Trimestre ME2 - Em ventilação mecânica, qual parâmetro melhor reflete complacência dinâmica pulmonar?","Volume corrente dividido pela pressão de platô","Volume corrente dividido pela diferença entre pressão de pico e PEEP","Frequência respiratória dividida pela pressão inspiratória","ETCO2 dividido pela FiO2","B","Essa fórmula representa complacência estática.

Correta. A complacência dinâmica considera resistência de vias aéreas e pressão de pico.

Não possui relação fisiológica adequada.

Não calcula complacência."
"ac40eeb6-5c9b-4309-a3ec-fea063212760","ME2","Ventilação","2o Trimestre ME2 - Durante ventilação controlada a pressão, qual variável pode variar significativamente?","Pressão inspiratória","PEEP","Volume corrente","FiO2","C","A pressão é definida pelo ventilador.

PEEP permanece programada.

Correta. O volume corrente depende da complacência e resistência.

FiO2 geralmente permanece fixa."
"5d4f0fc0-71df-4270-9f50-ea07c0ac1658","ME2","Monitorização","2o Trimestre ME2 - Em monitorização hemodinâmica invasiva, qual complicação pode ocorrer com cateter arterial?","Pneumotórax","Trombose arterial","Tamponamento cardíaco","Edema pulmonar","B","Pneumotórax relaciona-se mais ao acesso venoso central.

Correta. Trombose e isquemia distal são possíveis complicações.

Tamponamento não ocorre nesse procedimento.

Edema pulmonar não é complicação direta."
"98343c77-13e2-4e44-9491-014de65c5ad5","ME2","Anestésicos IV","2o Trimestre ME2 - Qual anestésico intravenoso possui propriedades simpatomiméticas?","Propofol","Etomidato","Cetamina","Midazolam","C","Propofol reduz pressão arterial.

Etomidato é hemodinamicamente estável.

Correta. Cetamina aumenta frequência cardíaca e pressão arterial.

Midazolam não possui efeito simpatomimético."
"0c673ad3-286c-44c3-8e77-b337c261f3b5","ME2","Awareness","2o Trimestre ME2 - Qual fator aumenta risco de awareness intraoperatório?","Monitorização adequada","Uso de bloqueador neuromuscular","MAC adequada","Uso de BIS","B","Monitorização reduz risco.

Correta. O bloqueio neuromuscular mascara movimentação do paciente.

MAC adequada reduz awareness.

BIS auxilia prevenção."
"baa62878-7a67-4567-b0e0-0a25aadac92d","ME2","BIS","2o Trimestre ME2 - Em monitorização da profundidade anestésica, valores de BIS entre 40-60 sugerem:","Consciência plena","Plano anestésico adequado","Sedação leve","Atividade cortical normal","B","Valores altos sugerem consciência.

Correta. BIS entre 40-60 correlaciona-se com anestesia geral adequada.

Sedação leve apresenta valores maiores.

Atividade normal ocorre em BIS mais elevado."
"231f20e3-e555-4849-94c3-2d6d3fe2b976","ME2","Hipertermia Maligna","2o Trimestre ME2 - Qual condição aumenta risco de hipertermia maligna?","Uso de propofol","Exposição à succinilcolina","Uso de dexmedetomidina","Anestesia regional","B","Propofol não desencadeia HM.

Correta. Succinilcolina é potente gatilho de hipertermia maligna.

Dexmedetomidina não desencadeia.

Anestesia regional não desencadeia HM."
"897b8ef2-5543-419d-a48b-72f24093abdf","ME2","Neuroanestesia","2o Trimestre ME2 - Em paciente com hipertensão intracraniana, qual estratégia ventilatória deve ser evitada prolongadamente?","Normocapnia","Hiperventilação excessiva","PEEP moderada","Ventilação controlada","B","Normocapnia é desejável.

Correta. Hiperventilação intensa prolongada reduz perfusão cerebral.

PEEP moderada pode ser utilizada cuidadosamente.

Ventilação controlada é frequentemente necessária."
"951426f6-3930-4ea8-ac0b-aa430b6108a7","ME2","Capnografia","2o Trimestre ME2 - Qual alteração capnográfica é mais compatível com reinalação de CO2?","Linha de base elevada","Queda abrupta do ETCO2","Capnograma retangular normal","Redução da fase III","A","Correta. Reinalação eleva CO2 inspirado e aumenta linha de base.

Sugere desconexão ou embolia.

Representa capnografia normal.

Não é padrão típico."
"2eb038a6-5cd0-4f77-bb73-1bc40da1f546","ME2","Opioides","2o Trimestre ME2 - Qual característica farmacológica do remifentanil diferencia-o dos demais opioides?","Metabolização hepática exclusiva","Acúmulo após infusão prolongada","Metabolização por esterases plasmáticas","Longa meia-vida contexto sensível","C","Não depende exclusivamente do fígado.

Remifentanil apresenta mínimo acúmulo.

Correta. Sua metabolização rápida permite recuperação previsível.

A meia-vida contexto sensível é curta."
"9c0f8cf2-d1b3-46f7-a9d6-dbdc0984735d","ME2","Bloqueadores Neuromusculares","2o Trimestre ME2 - Qual bloqueador neuromuscular possui reversão específica com sugamadex?","Atracúrio","Cisatracúrio","Rocurônio","Succinilcolina","C","Atracúrio não é encapsulado pelo sugamadex.

Cisatracúrio não possui reversão específica.

Correta. Sugamadex encapsula aminosteroides como rocurônio.

Succinilcolina não é revertida pelo sugamadex."
"4460407b-ecc4-4479-8fbb-fa83850ed094","ME2","Ventilação","2o Trimestre ME2 - Em paciente sob ventilação mecânica, qual parâmetro sugere aumento da resistência de vias aéreas?","Aumento da pressão de pico com pressão de platô normal","Aumento simultâneo de pico e platô","Redução do ETCO2","Hipocapnia","A","Correta. A diferença entre pico e platô reflete resistência aérea.

Aumento conjunto sugere redução de complacência.

ETCO2 não define resistência.

Hipocapnia não é marcador específico."
"88c40ec9-1c99-40f8-b7ee-0d074aa44409","ME2","Ventilação Protetora","2o Trimestre ME2 - Em ventilação protetora, qual estratégia reduz volutrauma?","Volume corrente elevado","PEEP zero obrigatória","Baixo volume corrente","Hiperventilação","C","Volumes altos aumentam lesão pulmonar.

PEEP pode ser benéfica.

Correta. Estratégias protetoras utilizam baixo volume corrente.

Hiperventilação não reduz volutrauma."
"f2b50567-6a48-4418-9237-a3da54871d8f","ME2","Asma","2o Trimestre ME2 - Em paciente asmático, qual agente inalatório possui melhor perfil broncodilatador?","Desflurano","Isoflurano","Sevoflurano","Óxido nitroso","C","Desflurano pode irritar vias aéreas.

Isoflurano possui broncodilatação, porém mais irritante.

Correta. Sevoflurano é pouco irritante e broncodilatador.

Óxido nitroso não é principal broncodilatador."
"4308da86-f9b7-434e-a29b-73ee872d274c","ME2","Acesso Venoso Central","2o Trimestre ME2 - Qual complicação pode ocorrer após inserção de acesso venoso central em jugular interna?","Pneumotórax","Hiperglicemia","Broncoespasmo","Hipocalcemia","A","Correta. Punção pleural é complicação possível.

Hiperglicemia não é complicação do procedimento.

Broncoespasmo não é típico.

Hipocalcemia não possui relação."
"fbdbe841-a2a8-453f-8c18-3679e05a7249","ME2","Anestésicos IV","2o Trimestre ME2 - Qual anestésico intravenoso reduz mais intensamente o metabolismo cerebral?","Cetamina","Propofol","Dexmedetomidina","Midazolam","B","Cetamina pode aumentar FSC.

Correta. Propofol reduz metabolismo e fluxo cerebral significativamente.

Dexmedetomidina possui efeito menos intenso.

Midazolam reduz metabolismo em menor magnitude."
"6f08ea60-1893-4ada-a2dc-21e39754be47","ME2","DPOC","2o Trimestre ME2 - Em paciente com DPOC grave sob ventilação mecânica, qual estratégia reduz risco de auto-PEEP?","Aumentar frequência respiratória","Reduzir tempo expiratório","Permitir tempo expiratório prolongado","Utilizar volume corrente elevado","C","FR elevada favorece aprisionamento aéreo.

Redução do tempo expiratório piora hiperinsuflação.

Correta. Expiração prolongada reduz auto-PEEP.

Volumes elevados aumentam hiperinsuflação."
"f5765599-4fbe-4c99-935d-333d1510059d","ME2","Broncoespasmo","2o Trimestre ME2 - Em broncoespasmo intraoperatório grave, qual ajuste ventilatório é recomendado?","Aumentar frequência respiratória","Reduzir tempo expiratório","Permitir maior tempo expiratório","Suspender PEEP obrigatoriamente","C","Pode agravar aprisionamento aéreo.

Piora auto-PEEP.

Correta. Maior tempo expiratório reduz hiperinsuflação dinâmica.

PEEP pode ser útil em casos selecionados."
"39334851-be75-4423-9f20-9a350b130b1b","ME2","Eletrólitos","2o Trimestre ME2 - Em hipercalemia grave, qual alteração eletrocardiográfica é esperada inicialmente?","QT prolongado","Onda T apiculada","Bloqueio AV total","Fibrilação atrial","B","QT tende a encurtar inicialmente.

Correta. Onda T apiculada é manifestação precoce clássica.

Bloqueios surgem mais tardiamente.

FA não é alteração típica inicial."
"a9986396-6591-4211-b676-a87a2b864310","ME2","Halogenados","2o Trimestre ME2 - Qual agente inalatório apresenta maior estabilidade cardiovascular relativa?","Halotano","Desflurano","Isoflurano","Sevoflurano","D","Halotano deprime mais o miocárdio.

Desflurano pode causar taquicardia.

Isoflurano causa maior vasodilatação.

Correta. Sevoflurano possui perfil cardiovascular favorável."
"b29aafc7-72e4-4e90-ab91-e69e2ab0f8f5","ME2","Fisiologia","2o Trimestre ME2 - Qual alteração fisiológica ocorre durante hiperventilação aguda?","Aumento da PaCO2","Redução do fluxo sanguíneo cerebral","Vasodilatação cerebral","Acidose respiratória","B","PaCO2 reduz-se.

Correta. Hipocapnia provoca vasoconstrição cerebral.

Ocorre vasoconstrição, não vasodilatação.

Produz alcalose respiratória."
"cd810606-2974-4f01-b464-dc11d756822a","ME2","Ventilação","2o Trimestre ME2 - Em anestesia geral, qual parâmetro melhor reflete ventilação alveolar?","FiO2","SpO2","ETCO2","Temperatura","C","FiO2 mede oxigênio inspirado.

SpO2 avalia oxigenação.

Correta. ETCO2 correlaciona-se com ventilação alveolar.

Temperatura não reflete ventilação."
"11c1e7ad-a1c1-41fd-8ebe-01646a905846","ME2","Ventilação","2o Trimestre ME2 - Em paciente ventilado, qual fator aumenta pressão de pico sem alterar pressão de platô?","Broncoespasmo","Edema pulmonar","Pneumotórax","Redução da complacência","A","Correta. Resistência aumentada eleva pressão de pico.

Edema aumenta platô e pico.

Pneumotórax reduz complacência.

Redução da complacência aumenta ambas."
"c688b8a0-494f-48c5-8054-5697580afca1","ME2","Halogenados","2o Trimestre ME2 - Qual anestésico inalatório apresenta maior potencial de irritação de vias aéreas?","Sevoflurano","Desflurano","Halotano","Óxido nitroso","B","Sevoflurano é pouco irritante.

Correta. Desflurano provoca irritação e broncoespasmo em suscetíveis.

Halotano apresenta menor pungência.

Óxido nitroso é pouco irritante."
"418402e4-d047-49a5-a104-ba1b169009a9","ME2","Farmacologia","2o Trimestre ME2 - Qual fator reduz a concentração alveolar mínima (MAC) dos anestésicos voláteis?","Hipertermia","Hipernatremia","Idade avançada","Uso crônico de álcool","C","Hipertermia aumenta MAC.

Hipernatremia possui pouco efeito.

Correta. Idosos necessitam menor concentração anestésica.

Álcool crônico tende a aumentar MAC."
"141e39dd-19aa-429e-9792-cf09878be2d7","ME2","TIVA","2o Trimestre ME2 - Em anestesia venosa total (TIVA), qual monitorização auxilia avaliação da hipnose?","TOF","PVC","BIS","Gasometria arterial","C","TOF monitora bloqueio neuromuscular.

PVC não mede profundidade anestésica.

Correta. BIS auxilia monitorização da hipnose durante TIVA.

Gasometria não avalia hipnose."
"848188cd-9ac0-44ad-9cd3-a13d21706ba1","ME2","Anestesia no Queimado","2o Trimestre ME2 - Qual complicação está associada ao uso de succinilcolina em pacientes queimados após 48h?","Hipocalcemia","Hipercalemia","Hiponatremia","Hipomagnesemia","B","Hipocalcemia não é principal risco.

Correta. Aumento de receptores nicotínicos favorece saída maciça de potássio.

Hiponatremia não é principal complicação.

Hipomagnesemia não é característica."
"2515bf00-e5da-4428-bc8c-22b3f856da26","ME2","Anestesia Regional","2o Trimestre ME2 - Em anestesia regional, qual manifestação sugere toxicidade sistêmica precoce?","Hiperglicemia","Gosto metálico e zumbido","Broncodilatação","Hipotermia","B","Não é manifestação típica.

Correta. Sintomas neurológicos iniciais precedem toxicidade grave.

Broncodilatação não é característica.

Hipotermia não é manifestação inicial."
"0701085c-f7b4-4db2-8c75-8e4d1549629f","ME2","Choque Hemorrágico","2o Trimestre ME2 - Em choque hemorrágico, qual alteração ocorre precocemente?","Bradicardia","Hipertensão arterial","Taquicardia compensatória","Hipercapnia","C","Bradicardia é tardia.

Hipotensão é mais comum.

Correta. Ativação simpática aumenta frequência cardíaca.

Hipercapnia não é alteração inicial principal."
"05c4a72f-d2d7-48c1-bbb0-7a0342307829","ME2","Opioides","2o Trimestre ME2 - Qual opioide possui maior risco de rigidez torácica quando administrado rapidamente?","Codeína","Fentanil","Tramadol","Nalbufina","B","Codeína não produz esse efeito tipicamente.

Correta. Fentanil em altas doses rápidas pode causar rigidez muscular.

Tramadol raramente causa.

Nalbufina possui menor associação."
"e3ec604d-8062-4563-84cc-808d02bfcbed","ME2","Farmacologia AL","1o Trimestre ME2 - Em farmacologia dos anestésicos locais, qual característica aumenta potência anestésica?","Baixa lipossolubilidade","Alta ligação proteica","Alta lipossolubilidade","Baixo pKa","C","Baixa lipossolubilidade reduz penetração neural.

Ligação proteica relaciona-se mais à duração.

Correta. Quanto maior a lipossolubilidade, maior a potência anestésica.

Baixo pKa influencia início de ação."
"3dd83610-df46-425b-948b-ece5f007bc51","ME2","Farmacocinética","1o Trimestre ME2 - Em farmacocinética, a meia-vida contexto sensível refere-se a:","Tempo para início de ação","Tempo para recuperação após infusão contínua","Tempo para metabolização hepática","Tempo para atingir concentração máxima","B","Não corresponde ao conceito.

Correta. Avalia declínio plasmático após suspensão da infusão.

Não depende exclusivamente do fígado.

Não define pico plasmático."
"1d9a454a-27ff-48cf-b29b-1d567e86f240","ME2","Opioides","1o Trimestre ME2 - Em farmacologia dos opioides, qual receptor está mais associado à analgesia supraespinal?","Mu","Muscarínico","Nicotínico","NMDA","A","Correta. Receptores mu mediam analgesia e depressão respiratória.

Muscarínicos não são receptores opioides.

Nicotínicos relacionam-se à acetilcolina.

NMDA relaciona-se à sensibilização central."
"9ab4c519-481b-4c0f-a487-d914e159011f","ME2","Farmacologia","1o Trimestre ME2 - Qual fator aumenta a concentração alveolar mínima (MAC)?","Idade avançada","Hipotermia","Uso agudo de álcool","Hipernatremia","D","Idosos possuem menor MAC.

Hipotermia reduz MAC.

Álcool agudo reduz MAC.

Correta. Hipernatremia pode aumentar necessidade anestésica."
"3b4a1179-d825-4a2f-9201-e85a8744f377","ME2","Opioides","1o Trimestre ME2 - Qual opioide possui metabolização independente de função hepática e renal?","Morfina","Fentanil","Remifentanil","Metadona","C","Morfina possui metabólitos ativos.

Fentanil depende do fígado.

Correta. Remifentanil é metabolizado por esterases plasmáticas.

Metadona possui meia-vida longa."
"fcf0f40d-c5c7-404e-bdf4-b16f7b95f451","ME2","Fisiologia","1o Trimestre ME2 - Em fisiologia respiratória, qual fator reduz afinidade da hemoglobina pelo oxigênio?","Hipocapnia","Hipotermia","Acidose","Alcalose","C","Hipocapnia aumenta afinidade.

Hipotermia desloca curva para esquerda.

Correta. Acidose facilita liberação de oxigênio.

Alcalose aumenta afinidade."
"7d06e834-37ae-4cd5-9ba9-05601a18d59a","ME2","Anestésicos Locais","1o Trimestre ME2 - Em farmacologia dos anestésicos locais, alcalinização da solução tende a:","Retardar início","Aumentar fração ionizada","Acelerar início de ação","Reduzir potência","C","O início torna-se mais rápido.

Aumenta fração não ionizada.

Correta. Maior fração lipossolúvel atravessa membranas rapidamente.

Potência não necessariamente reduz."
"0e0f1a99-5f5f-4464-8e09-d7e7ed480c7b","ME2","Anestésicos Locais","1o Trimestre ME2 - Qual anestésico local é mais associado à metahemoglobinemia?","Bupivacaína","Prilocaína","Ropivacaína","Levobupivacaína","B","Bupivacaína associa-se mais à cardiotoxicidade.

Correta. Metabólitos da prilocaína podem oxidar hemoglobina.

Ropivacaína apresenta menor toxicidade.

Levobupivacaína possui menor cardiotoxicidade relativa."
